FACLID	JURDID	STATE	COUNTY	FACILITY	CITY	ZIPP	STRATUMNEW	WEIGHT	CONFPOP	CONFPOPF	NCONPOP	NCONPOPF	TOTPOP	TOTPOPF	NONCITZ	NONCITZF	WEEK	WEEKN	WEEKF	ADULTM	ADULTMF	ADULTF	ADULTFF	JUVM	JUVMF	JUVF	JUVFF	TOTGENDER	TOTGENDERF	ADLTJUV	ADLTJUVF	CONV	CONVF	CONVUNSENT	CONVUNSENTF	CONVSENT	CONVSENTF	UNCONV	UNCONVF	UNCONVTRIAL	UNCONVTRIALF	UNCONVHOLD	UNCONVHOLDF	UNCONVOTHER	UNCONVOTHERF	S2QII3C	S2QII3CF	WHITE	WHITEF	BLACK	BLACKF	HISP	HISPF	AIAN	AIANF	ASIAN	ASIANF	NHOPI	NHOPIF	TWORACE	TWORACEF	OTHERRACESPEC	OTHERRACE	OTHERRACEF	RACEDK	RACEDKF	RACETOTAL	RACETOTALF	MARSHALS	MARSHALSF	BOP	BOPF	ICE	ICEF	BIA	BIAF	S2QII5ASPEC	S2QII5A	S2QII5AF	INSTATEPRIS	INSTATEPRISF	OUTSTATEPRIS	OUTSTATEPRISF	INSTATEJAIL	INSTATEJAILF	OUTSTATEJAIL	OUTSTATEJAILF	S2QII5D	S2QII5DF	PEAKDATE	PEAKPOP	PEAKPOPF	ADP	ADPF	RATED	RATEDF	OPERATION	OPERATIONF	DESIGN	DESIGNF	ADMIS	ADMISF	RELEASE	RELEASEF	CONVII10A	CONVII10AF	UNCONVII10A	UNCONVII10AF	CONVII10B	CONVII10BF	UNCONVII10B	UNCONVII10BF	CONVII10C	CONVII10CF	UNCONVII10C	UNCONVII10CF	CONVII10D	CONVII10DF	UNCONVII10D	UNCONVII10DF	CONVII10E	CONVII10EF	UNCONVII10E	UNCONVII10EF	CONVII10F	CONVFII10F	UNCONVII10F	UNCONVII10FF	S2II10GCONV	S2II10GCONVF	S2II10GFUNCONV	S2II10GFUNCONVF	EMONITOR	EMONITORF	HOMEDETN	HOMEDETNF	COMMSRV	COMMSRVF	DAYREPORT	DAYREPORTF	PRETRIAL	PRETRIALF	ALTWORK	ALTWORKF	TREATMENT	TREATMENTF	OTRNONCONFS	OTRNONCONF	OTRNONCONFF	NONCONFD	NONCONFDF	ADMLNCNF	ADMLNCNFF	ADFMNCNF	ADFMNCNFF	JVMLNCNF	JVMLNCNFF	JVFMNCNF	JVFMNCNFF	NCNFGNDR	NCNFGNDRF	CONVNCNF	CONVNCNFF	UNCNVNCF	UNCNVNCFF	TOTCNVST	TOTCNVSTF	CORRSTAFF	CORRSTAFFF	OTHERSTAFF	OTHERSTAFFF	S4QIV1C	S4QIV1CF	ASSAULTSTAFFYN	ASSAULTCORR	ASSAULTCORRF	ASSAULTOTRSTAFF	ASSAULTOTRSTAFFF	DEATHSTAFFYN	DEATHCORR	DEATHCORRF	DEATHOTRSTAFF	DEATHOTRSTAFFF	PHYSASSAULT	PHYSASSAULTF	DRUGVIO	DRUGVIOF	ALCOVIO	ALCOVIOF	WEAPON	WEAPONF	STOLENPROP	STOLENPROPF	ESCAPE	ESCAPEF	OTHERMAJVIO	OTHERMAJVIOF	NONCON2	BJSW
 51044043060000000000	051044043	CA	SANTA CRUZ COUNTY	SANTA CRUZ COUNTY	SANTA CRUZ	95060	7.099999905	1.4136	505	0	243	0	748	0	0	9	2	0	0	434	0	71	0	0	8	0	8	505	0	0	8	140	0	0	9	140	0	365	0	365	0	0	9	0	0	505	0	251	0	48	0	193	0	0	9	0	9	0	9	0	9	Other	13	0	0	0	505	0	0	0	0	0	0	0	0	0	 	0	0	2	0	0	0	0	9	0	0	2	0	23	506	0	490	1	445	0	505	0	400	1	27	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	6	0	Work Release	178	0	243	0	225	0	18	0	0	0	0	0	243	0	243	0	0	0	243	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	1
 51045044060000000000	051045044	CA	SHASTA COUNTY	SHASTA COUNTY JAIL	REDDING	96001	7.099999905	1.4136	332	0	998	1	1330	1	0	9	2	0	0	282	0	50	0	0	8	0	8	332	0	0	8	102	1	0	9	0	9	234	1	0	9	0	9	0	9	332	0	230	1	31	1	40	1	23	1	6	1	0	9	0	9	other	2	1	0	9	332	0	10	1	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	10	0	14	340	0	332	0	381	0	342	0	381	0	236	1	256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	1	14	1	737	1	75	1	40	1	7	1	26	1	other	27	1	998	1	0	9	0	9	0	8	0	8	998	1	0	9	0	9	998	1	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	1
 51046045061000000000	051046045	CA	SIERRA COUNTY	Sierra County Sheriffs Office	Downieville	95936	10.10000038	-9	2	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	 	0	0	0	0	2	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	6	0	14	0	14	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 51047046061000000000	051047046	CA	SISKIYOU COUNTY	SISKIYOU COUNTY JAIL	YREKA	96097	9.100000381	5.5377	90	0	53	0	143	0	2	1	1	0	0	79	0	11	0	0	0	0	0	90	0	0	0	39	0	19	0	20	0	51	0	51	0	0	0	0	0	90	0	65	1	4	1	7	1	13	1	0	1	0	1	1	1	 	0	1	0	1	90	0	0	0	0	0	0	0	0	0	 	0	0	1	0	0	0	0	0	0	0	1	0	19	101	0	93	0	104	0	107	0	107	0	49	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	 	0	0	53	0	43	0	10	0	0	0	0	0	53	0	53	0	0	0	53	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	1
 51048047060000000000	051048047	CA	SOLANO COUNTY	SOLANO COUNTY	Fairfield	94533	1.100000024	1	1002	0	23	0	1025	0	0	9	2	0	0	862	0	140	0	0	0	0	0	1002	0	0	0	297	0	0	0	297	0	705	0	705	0	0	0	0	0	1002	0	353	0	420	0	174	0	0	8	0	8	0	8	0	8	OTHER	55	0	0	8	1002	0	0	0	0	0	0	0	0	0	 	0	0	14	0	0	0	0	0	0	0	14	0	30	1002	0	932	0	1081	0	1081	0	1081	0	334	0	315	0	128	0	0	8	57	0	0	8	32	0	0	8	34	0	0	8	56	0	0	8	8	0	0	8	315	0	0	8	23	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	23	0	17	0	6	0	0	0	0	0	23	0	23	0	0	0	23	0	228	0	36	0	264	0	2	0	0	0	0	2	0	0	0	0	97	0	0	9	0	9	0	9	0	9	0	0	0	0	23	1
 51049048060000000000	051049048	CA	SONOMA COUNTY	SONOMA COUNTY	SANTA ROSA	95403	1.100000024	1	1092	0	41	0	1133	0	0	9	1	14	0	916	0	176	0	0	0	0	0	1092	0	0	0	589	0	65	0	524	0	503	0	492	0	11	0	0	0	1092	0	652	0	111	0	276	0	19	0	14	0	9	0	0	0	other	10	0	1	0	1092	0	2	0	0	0	0	0	0	0	 	0	0	6	0	0	0	72	0	0	0	80	0	29	1098	0	1081	0	1477	0	1477	0	1255	0	390	0	363	0	18	0	146	0	10	0	34	0	20	0	27	0	32	0	12	0	40	0	8	0	13	0	3	0	133	0	230	0	41	0	0	8	0	8	0	8	0	8	0	8	0	8	 	0	8	41	0	31	0	10	0	0	0	0	0	41	0	41	0	0	0	41	0	192	0	89	0	281	0	1	4	0	0	0	2	0	0	0	0	99	0	330	0	24	0	12	0	0	0	5	0	143	0	55	1
 51050049060000000000	051050049	CA	STANISLAUS COUNTY	STANISLAUS COUNTY	MODESTO	95358	1.100000024	1	1161	0	338	0	1499	0	32	0	2	0	0	1023	0	138	0	0	0	0	0	1161	0	0	0	243	0	0	0	243	0	918	0	898	0	20	0	0	0	1161	0	513	0	131	0	442	0	7	0	23	0	12	0	0	9	Other	33	0	0	0	1161	0	0	0	1	0	32	0	0	0	 	0	0	14	0	2	0	88	0	3	0	140	0	9	1190	0	1134	0	1320	0	1258	0	1320	0	430	0	417	0	0	0	1	0	43	0	158	0	17	0	66	0	65	0	33	0	20	0	9	0	3	0	2	0	148	0	269	0	130	0	0	0	0	0	0	0	0	0	208	0	0	0	 	0	0	338	0	259	0	79	0	0	0	0	0	338	0	338	0	0	0	338	0	222	0	58	0	280	0	2	0	0	0	0	2	0	0	0	0	311	0	66	0	66	0	101	0	25	0	38	0	23	0	338	1
 51051050061000000000	051051050	CA	SUTTER COUNTY	Sutter County Sheriffs Office	Yuba City	95993	7.099999905	-9	324	0	24	0	348	0	0	9	2	0	0	246	0	78	0	0	0	0	0	324	0	0	0	158	0	0	9	0	9	166	1	155	0	7	1	4	0	324	0	198	0	21	0	98	0	3	0	4	0	0	0	0	0	 	0	0	0	0	324	0	0	0	4	0	0	0	0	0	 	0	0	3	0	0	0	4	0	0	0	11	0	30	348	0	284	0	352	0	352	0	352	0	13	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	11	0	0	0	 	0	0	24	0	21	0	3	0	0	0	0	0	24	0	11	0	13	0	24	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1
 51052051061000000000	051052051	CA	TEHAMA COUNTY	TEHAMA COUNTY JAIL	Red Bluff	96080	8.100000381	2.7519	197	0	112	0	309	0	23	0	2	0	0	169	0	28	0	0	0	0	0	197	0	0	0	88	0	0	0	88	0	109	0	108	0	1	0	0	0	197	0	149	0	7	0	32	0	6	0	2	0	1	0	0	0	 	0	0	0	0	197	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1	0	0	0	0	0	1	0	29	202	0	200	1	227	0	192	0	227	0	88	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	6	0	11	0	15	0	2	0	0	0	1	0	 	0	0	112	0	85	0	27	0	0	0	0	0	112	0	109	0	3	0	112	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	1
 51053052061000000000	051053052	CA	TRINITY COUNTY	Trinity County Sheriffs Office	Weaverville	96093	9.100000381	-9	43	0	0	0	43	0	3	1	1	0	0	41	0	2	0	0	0	0	0	43	0	0	0	12	0	0	0	12	0	31	0	31	0	0	0	0	0	43	0	37	0	2	0	4	0	0	0	0	0	0	0	0	9	 	0	0	0	0	43	0	0	0	0	0	3	0	0	0	 	0	0	0	0	0	0	1	0	0	0	4	0	3	53	0	49	0	53	0	53	0	53	0	15	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 51054053060000000000	051054053	CA	TULARE COUNTY	TULARE COUNTY	VISALIA	93291	1.100000024	1	1685	0	216	0	1901	0	0	9	1	11	0	1456	0	229	0	0	0	0	0	1685	0	0	0	415	0	0	0	415	0	1270	0	1244	0	26	0	0	0	1685	0	509	0	67	0	1061	0	19	0	27	0	0	9	0	9	all others	2	0	0	9	1685	0	0	0	0	0	61	0	0	0	 	0	0	26	0	0	0	0	0	0	0	87	0	1	1769	0	1666	0	1710	0	1710	0	1648	0	396	0	403	0	4	0	127	0	3	0	6	0	5	0	50	0	18	0	32	0	71	0	30	0	31	0	26	0	132	0	271	0	0	0	0	0	0	0	59	0	0	0	157	0	0	0	 	0	0	216	0	174	0	42	0	0	0	0	0	216	0	216	0	0	0	216	0	278	0	104	0	382	0	1	2	0	0	0	2	0	0	0	0	203	0	82	0	0	0	20	0	0	0	0	0	99	0	227	1
 51055054061000000000	051055054	CA	TUOLUMNE COUNTY	TUOLUMNE COUNTY JAIL	SONORA	95370	8.100000381	2.7519	141	0	0	8	141	0	3	0	2	0	0	113	0	28	0	0	8	0	8	141	0	0	8	97	0	0	0	97	0	44	0	44	0	0	0	0	0	141	0	118	0	3	0	8	0	1	0	3	0	0	0	8	0	 	0	0	0	0	141	0	0	0	0	0	3	0	0	8	 	0	8	0	0	0	0	0	0	0	0	3	0	7	141	0	140	0	147	0	140	0	151	0	61	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	8	0	8	0	8	0	8	0	8	 	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 51056055060000000000	051056055	CA	VENTURA COUNTY	VENTURA COUNTY	VENTURA	93009	1.100000024	1	1764	0	8	0	1772	0	233	0	2	0	0	1506	0	258	0	0	0	0	0	1764	0	0	0	660	1	0	9	0	9	1104	1	0	9	0	9	0	9	1764	0	628	0	112	0	979	0	3	0	9	0	18	0	0	0	Other	15	0	0	0	1764	0	3	0	0	0	97	0	0	0	 	0	0	132	0	0	0	0	0	4	0	236	0	30	1764	0	1668	0	1606	0	0	9	1606	0	536	0	558	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	8	0	4	0	4	0	0	0	0	0	8	0	7	0	1	0	8	0	300	0	112	0	412	0	1	19	0	0	0	2	0	0	0	0	169	0	51	0	14	0	33	0	4	0	2	0	0	0	8	1
 51056055060100000000	051056055	CA	VENTURA COUNTY	VENTURA CO WORK FURLOUGH & WORK  RELEASE FAC	CAMARILLO	93010	1.100000024	1	70	0	0	0	70	0	0	0	2	0	0	56	0	14	0	0	8	0	8	70	0	0	8	70	0	0	8	70	0	0	8	0	8	0	8	0	8	70	0	40	0	0	0	28	0	0	0	2	0	0	0	0	0	 	0	0	0	0	70	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	12	78	0	75	0	235	0	0	9	0	9	7	0	11	0	0	0	0	8	0	0	0	8	0	0	0	8	7	0	0	8	4	0	0	8	0	0	0	8	11	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	11	0	35	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 51057056060000000000	051057056	CA	YOLO COUNTY	YOLO COUNTY	WOODLAND	95776	7.099999905	1.4136	455	1	65	1	520	1	27	1	2	0	0	390	1	65	1	0	0	0	0	455	1	0	0	163	1	0	1	163	1	292	1	289	1	1	1	2	1	455	1	195	1	60	1	173	1	9	1	8	1	3	1	0	9	cambodian	2	1	5	1	455	1	0	1	0	1	0	1	0	1	 	0	1	6	1	0	1	1	1	0	1	7	1	20	462	1	455	1	392	1	452	1	452	1	160	1	172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	1	0	0	0	0	0	1	0	1	0	1	0	1	 	0	1	65	1	50	1	15	1	0	0	0	0	65	1	65	1	0	0	65	1	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	1
 51058057061000000000	051058057	CA	YUBA COUNTY	YUBA COUNTY JAIL	MARYSVILLE	95901	7.099999905	1.4136	409	0	6	0	415	0	191	0	1	1	0	354	0	55	0	0	0	0	0	409	0	0	0	66	1	50	1	16	1	343	1	150	1	2	1	191	0	409	0	156	1	23	1	178	1	8	1	26	1	6	1	0	9	Other	10	1	2	1	409	0	0	0	0	0	191	0	0	0	 	0	0	64	0	0	0	3	0	0	0	258	0	28	428	0	404	1	428	0	380	0	0	9	171	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	6	0	4	0	2	0	0	0	0	0	6	0	6	0	0	0	6	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1
 52019017061000000000	052019017	CA	LOS ANGELES COUNTY	Glendale City Police Department	Glendale	91206	5.099999905	-9	9	0	0	0	9	0	0	9	1	5	0	8	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	7	0	2	0	0	0	9	0	7	0	1	0	0	0	0	0	1	0	0	0	0	0	 	0	0	0	0	9	0	0	0	0	0	3	0	0	0	 	0	0	0	0	0	0	2	0	0	0	5	0	26	31	0	16	0	105	0	0	9	0	9	131	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
 52019026060100000000	052019026	CA	LOS ANGELES COUNTY	Long Beach Police Department	Long Beach	90802	9.100000381	-9	126	0	0	0	126	0	0	9	2	0	0	93	0	33	0	0	0	0	0	126	0	0	0	4	0	0	0	4	0	122	0	122	0	0	0	0	0	126	0	32	0	40	0	40	0	0	0	13	0	1	0	0	0	 	0	0	0	0	126	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	9	147	0	114	0	212	0	212	0	226	0	216	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 52030001061000000000	052030001	CA	BUTTE COUNTY	Anaheim Police Department	Anaheim	92805	5.099999905	-9	19	0	0	0	19	0	9	1	2	0	0	16	0	3	0	0	0	0	0	19	0	0	0	9	0	0	0	9	0	10	0	10	0	0	0	0	0	19	0	6	0	0	0	13	0	0	0	0	0	0	0	0	0	 	0	0	0	0	19	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	21	31	0	15	1	144	0	126	0	144	0	252	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 52038001060000000000	052038001	CA	SAN FRANCISCO CITY & COUNTY	SAN FRANCISCO CITY & COUNTY	San Francisco	94102	1.100000024	1	1343	0	0	9	1343	0	0	9	2	0	0	1206	0	137	0	0	0	0	0	1343	0	0	0	441	0	0	9	0	9	902	0	0	9	0	9	0	9	1343	0	304	0	674	0	185	0	5	0	36	0	41	0	0	0	OTHER	22	0	76	0	1343	0	33	0	0	0	27	0	0	0	ATF	1	0	242	0	0	0	244	0	7	0	554	0	3	1363	0	1369	0	1998	0	1643	0	2141	0	415	0	414	0	1	0	162	0	3	0	51	0	11	0	57	0	20	0	26	0	25	0	16	0	5	0	2	0	65	0	314	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	835	0	166	0	1001	0	1	8	0	0	0	2	0	0	0	0	324	0	94	0	1	0	6	0	0	0	5	0	0	0	0	1
 58019001061000000000	058019001	CA	LOS ANGELES COUNTY	Alhambra City Jail	Alhambra	91801	10.10000038	-9	11	0	0	0	11	0	0	0	1	1	0	8	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	11	0	2	1	0	0	8	1	0	0	1	0	0	0	0	0	 	0	0	0	0	11	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	29	12	0	6	1	44	0	44	0	44	0	42	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
 58019032061000000000	058019032	CA	LOS ANGELES COUNTY	Geo Group, Inc. (MONTEBELLO CITY JAIL)	Montebello	90640	5.099999905	-9	4	0	0	0	4	0	0	9	1	5	0	4	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	3	0	3	0	0	0	0	0	4	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	4	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	22	11	0	5	1	13	1	13	0	20	0	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
 58030017061000000000	058030017	CA	ORANGE COUNTY	Seal Beach Police Department Detention Center	Seal Beach	90740	10.10000038	-9	11	0	0	0	11	0	1	1	2	0	0	11	0	0	0	0	0	0	0	11	0	0	0	11	0	1	0	10	0	0	0	0	0	0	0	0	0	11	0	8	0	0	0	1	0	0	0	1	0	1	0	0	0	 	0	0	0	0	11	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	11	0	30	11	0	9	0	18	0	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 61001001061000000000	061001001	CO	ADAMS COUNTY	ADAMS COUNTY DETENTION FACILITY	BRIGHTON	80601	1	1	1027	0	476	0	1503	0	67	0	2	0	0	861	0	166	0	0	0	0	0	1027	0	0	0	509	0	34	0	475	0	518	0	518	0	0	0	0	0	1027	0	0	0	112	0	0	0	5	0	4	0	0	0	0	0	white/hispanic	906	0	0	0	1027	0	1	0	0	0	67	0	0	0	 	0	0	120	0	6	0	34	0	0	0	228	0	25	1052	0	1025	0	1333	0	1066	0	1717	0	306	0	355	0	5	0	20	0	29	0	80	0	41	0	33	0	67	0	13	0	53	0	6	0	8	0	0	0	203	0	152	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	 	0	0	476	0	396	0	80	0	0	0	0	0	476	0	48	0	428	0	476	0	195	0	97	0	292	0	1	16	0	0	0	2	0	0	0	0	99	0	33	0	3	0	12	0	0	0	1	0	0	0	476	1.078947425
 61003003061000000000	061003003	CO	ARAPAHOE COUNTY	ARAPAHOE COUNTY JAIL	CENTENNIAL	80112	1	1	1141	1	26	1	1167	1	51	1	1	2	0	947	1	194	1	0	0	0	0	1141	1	0	0	435	1	0	1	435	1	706	1	0	9	0	9	0	9	1141	1	666	1	378	1	75	1	6	1	8	1	0	1	0	1	 	0	9	8	1	1141	1	5	1	0	9	57	1	0	9	 	0	9	0	9	0	9	0	9	0	9	62	1	13	1175	1	1052	1	1488	0	1488	0	1488	0	362	0	359	0	0	1	68	1	3	1	101	1	16	1	50	1	12	1	41	1	14	1	42	1	2	1	10	1	47	1	312	1	0	9	9	0	0	8	0	8	0	9	0	9	0	9	ADMIT Program	17	0	26	1	15	0	11	0	0	0	0	0	26	1	26	0	0	0	26	1	261	0	147	0	408	0	2	0	0	0	0	2	0	0	0	0	85	1	26	1	11	1	15	1	16	1	9	1	0	9	28	1.078947425
 61007007061000000000	061007007	CO	BOULDER COUNTY	BOULDER COUNTY JAIL	BOULDER	80301	7	1.4136	518	0	120	0	638	0	0	9	1	54	0	443	0	75	0	0	0	0	0	518	0	0	0	235	0	35	1	200	1	283	0	273	0	10	1	0	0	518	0	382	1	19	1	105	0	4	1	6	1	2	1	0	9	 	0	0	0	0	518	0	0	0	0	0	0	0	0	0	 	0	0	9	1	0	0	17	1	3	1	29	1	30	518	0	524	1	560	0	560	0	560	0	194	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	40	0	0	0	0	0	10	1	Work release contracted to halfway house	45	0	120	0	85	1	35	1	0	0	0	0	120	0	110	1	10	1	120	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	1.587581515
 61021020060000000000	061021020	CO	EL PASO COUNTY	EL PASO COUNTY	COLO SPGS	80906	1	1	1541	0	0	0	1541	0	200	0	1	0	0	1281	0	260	0	0	0	0	0	1541	0	0	0	769	0	0	0	769	0	772	0	648	0	124	0	0	0	1541	0	1214	0	276	0	0	0	11	0	19	0	0	0	0	0	 	0	0	21	0	1541	0	2	0	2	0	44	0	0	0	IGSA and ATF	134	0	32	0	2	0	3	0	2	0	221	0	30	1575	0	1501	0	2095	0	1676	0	0	0	411	0	404	0	2	0	117	0	3	0	46	0	15	0	29	0	49	0	56	0	31	0	45	0	4	0	7	0	104	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	129	0	474	0	1	19	0	0	0	2	0	0	0	0	56	0	12	0	4	0	7	0	0	0	5	0	0	0	0	1.078947425
