FACLID21	JURDID	STATE	COUNTY	FACLNAME	CITY	ZIPP	STRATUMNEW	WEIGHT	CONFPOP	CONFPOPF	NCONPOP	NCONPOPF	TOTPOP	TOTPOPF	NONCITZ	NONCITZF	WEEK	WEEKN	WEEKF	ADULTM	ADULTMF	ADULTF	ADULTFF	JUVM	JUVMF	JUVF	JUVFF	TOTGENDER	TOTGENDERF	ADLTJUV	ADLTJUVF	CONV	CONVF	CONVUNSENT	CONVUNSENTF	CONVSENT	CONVSENTF	UNCONV	UNCONVF	UNCONVTRIAL	UNCONVTRIALF	UNCONVHOLD	UNCONVHOLDF	UNCONVOTHER	UNCONVOTHERF	S2QII3C	S2QII3CF	WHITE	WHITEF	BLACK	BLACKF	HISP	HISPF	AIAN	AIANF	ASIAN	ASIANF	NHOPI	NHOPIF	TWORACE	TWORACEF	OTHERRACESPEC	OTHERRACE	OTHERRACEF	RACEDK	RACEDKF	RACETOTAL	RACETOTALF	MARSHALS	MARSHALSF	BOP	BOPF	ICE	ICEF	BIA	BIAF	S2QII5A5SPEC	S2QII5A5	S2QII5A5F	INSTATEPRIS	INSTATEPRISF	OUTSTATEPRIS	OUTSTATEPRISF	INSTATEJAIL	INSTATEJAILF	OUTSTATEJAIL	OUTSTATEJAILF	S2QII5D	S2QII5DF	PEAKDATE	PEAKPOP	PEAKPOPF	ADP	ADPF	RATED	RATEDF	OPERATION	OPERATIONF	DESIGN	DESIGNF	ADMIS	ADMISF	RELEASE	RELEASEF	CONVII10A	CONVII10AF	UNCONVII10A	UNCONVII10AF	CONVII10B	CONVII10BF	UNCONVII10B	UNCONVII10BF	CONVII10C	CONVII10CF	UNCONVII10C	UNCONVII10CF	CONVII10D	CONVII10DF	UNCONVII10D	UNCONVII10DF	CONVII10E	CONVII10EF	UNCONVII10E	UNCONVII10EF	CONVII10F	CONVFII10F	UNCONVII10F	UNCONVII10FF	S2II10GCONV	S2II10GCONVF	S2II10GFUNCONV	S2II10GFUNCONVF	EMONITOR	EMONITORF	HOMEDETN	HOMEDETNF	COMMSRV	COMMSRVF	DAYREPORT	DAYREPORTF	PRETRIAL	PRETRIALF	ALTWORK	ALTWORKF	TREATMENT	TREATMENTF	OTRNONCONFS	OTRNONCONF	OTRNONCONFF	NONCONFD	NONCONFDF	ADMLNCNF	ADMLNCNFF	ADFMNCNF	ADFMNCNFF	JVMLNCNF	JVMLNCNFF	JVFMNCNF	JVFMNCNFF	NCNFGNDR	NCNFGNDRF	CONVNCNF	CONVNCNFF	UNCNVNCF	UNCNVNCFF	TOTCNVST	TOTCNVSTF	CORRSTAFF	CORRSTAFFF	OTHERSTAFF	OTHERSTAFFF	S4QIV1C	S4QIV1CF	ASSAULTSTAFFYN	ASSAULTCORR	ASSAULTCORRF	ASSAULTOTRSTAFF	ASSAULTOTRSTAFFF	DEATHSTAFFYN	DEATHCORR	DEATHCORRF	DEATHOTRSTAFF	DEATHOTRSTAFFF	PHYSASSAULT	PHYSASSAULTF	DRUGVIO	DRUGVIOF	ALCOVIO	ALCOVIOF	WEAPON	WEAPONF	STOLENPROP	STOLENPROPF	ESCAPE	ESCAPEF	OTHERMAJVIO	OTHERMAJVIOF	NCONPOP2	BJSW
041072072061000000000	041072072	AR	WASHINGTON COUNTY	WASHINGTON COUNTY DETENTION CENTER	FAYETTEVILLE	72701	7	1.4136	513	0	0	0	513	0	0	9	-9	0	0	425	0	88	0	0	0	0	0	513	0	0	0	174	0	27	0	147	0	339	0	328	0	6	0	5	0	513	0	326	0	71	0	0	0	0	0	0	0	0	0	0	0	 	0	0	116	0	513	0	65	0	0	0	0	0	0	0	 	0	0	191	0	0	0	6	0	0	0	262	0	15	539	0	470	0	710	0	600	0	0	9	266	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5742364
181024024060100000000	181024024	KY	CHRISTIAN COUNTY	CHRISTIAN COUNTY	HOPKINSVILLE	42240	7	1.4136	598	0	14	0	612	0	0	0	1	7	0	559	0	39	0	0	0	0	0	598	0	0	0	218	0	0	9	0	9	380	0	0	9	0	9	0	9	598	0	304	0	285	0	9	0	0	0	0	0	0	0	0	0	 	0	0	0	0	598	0	12	0	0	0	0	0	0	0	Fort Campbell	10	0	0	9	0	9	0	9	0	9	22	0	1	640	0	635	0	707	0	707	0	707	0	121	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	 	0	0	14	0	12	0	2	0	0	0	0	0	14	0	14	0	0	0	14	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1.5742364
391065064060100000000	391065064	PA	WESTMORELAND COUNTY	WESTMORELAND COUNTY PRISON	GREENSBURG	15601	1	1	592	0	0	0	592	0	0	0	1	1	0	496	0	95	0	1	0	0	0	592	0	1	0	222	0	0	0	222	0	370	0	370	0	0	0	0	0	592	0	453	0	131	0	5	0	1	0	2	0	0	0	0	0	 	0	0	0	0	592	0	0	0	0	0	0	0	0	0	 	0	0	2	0	0	0	2	0	0	0	4	0	25	599	0	558	0	701	0	600	0	451	0	110	0	97	0	1	0	8	0	6	0	26	0	5	0	14	0	2	0	14	0	14	0	2	0	5	0	0	0	33	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	44	0	193	0	1	6	0	0	0	-9	0	0	0	0	114	0	17	0	2	0	3	0	8	0	0	0	0	0	1	1.0695652
101044044060000005200	101044044	FL	MONROE COUNTY	MONROE COUNTY	KEY WEST	33040	1	1	494	1	0	0	494	1	0	9	1	0	0	432	1	62	0	0	0	0	0	494	1	0	0	161	1	0	0	161	1	333	1	281	1	52	1	0	0	494	1	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	494	1	12	0	0	0	44	0	0	0	 	0	0	0	0	0	0	0	0	0	0	56	0	6	527	0	535	1	700	0	700	0	700	0	113	0	102	0	0	0	0	0	0	0	60	0	0	0	7	0	18	0	6	0	7	0	1	0	3	0	0	0	28	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	24	0	157	0	-9	0	0	0	0	-9	0	0	0	0	78	0	25	0	2	0	8	0	17	0	0	0	12	0	0	1.0695652
101043043062000000000	101043043	FL	MARTIN COUNTY	MARTIN COUNTY JAIL	STUART	34994	1	1	509	0	0	0	509	0	18	0	1	31	0	405	0	99	0	3	0	2	0	509	0	5	0	186	0	15	0	171	0	323	0	282	0	41	0	0	0	509	0	331	0	178	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	509	0	4	0	0	0	1	0	0	0	 	0	0	33	0	0	0	3	0	0	0	41	0	30	545	0	506	0	696	0	696	0	696	0	100	0	103	0	1	0	45	0	6	0	9	0	6	0	5	0	10	0	2	0	12	0	5	0	1	0	1	0	36	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	19	0	91	0	1	4	0	1	0	-9	0	0	0	0	61	0	5	0	2	0	9	0	13	0	2	0	146	0	31	1.0695652
398002002065000000000	398002002	PA	ALLEGHENY COUNTY	ALLEGHENY COUNTY RENEWAL INCORPORATED	PITTSBURGH	15219	1	1	536	1	25	1	561	1	0	1	-9	0	0	479	1	57	1	0	0	0	0	536	1	0	0	536	1	0	1	536	1	0	1	0	1	0	1	0	1	536	1	233	1	266	1	5	1	0	0	2	1	0	0	30	1	 	0	0	0	0	536	1	0	0	79	1	0	0	0	0	 	0	0	300	1	0	0	152	1	0	0	531	0	30	571	1	525	1	682	1	682	1	682	1	25	1	25	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	8	1	0	0	25	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	15	0	 	0	0	25	1	10	1	15	1	0	0	0	0	25	1	25	1	0	0	25	1	150	1	50	0	200	0	-9	0	0	0	0	-9	0	0	0	0	5	1	6	1	8	1	2	1	5	1	15	1	0	0	25	1.0695652
311015015061000000000	311015015	NJ	OCEAN COUNTY	OCEAN COUNTY JUSTICE COMPLEX	Toms River	08754	7	1.4136	651	0	0	0	651	0	0	0	-9	0	0	558	0	92	0	1	0	0	0	651	0	1	0	190	0	67	0	123	0	461	0	395	0	19	0	47	0	651	0	423	0	130	0	91	0	0	0	5	0	0	0	0	0	 	0	0	2	0	651	0	0	0	0	0	2	0	0	0	 	0	0	8	0	0	0	1	0	4	0	15	0	24	684	0	618	0	680	0	680	0	680	0	194	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5742364
192055001061000000000	192055001	LA	TERREBONNE PARISH CONSOLIDATED	TERREBONNE PARISH CRIMINAL JUSTICE CENTER	HOUMA	70363	7	1.4136	610	0	0	0	610	0	5	0	-9	0	0	545	0	60	0	5	0	0	0	610	0	5	0	297	0	0	0	297	0	313	0	310	0	3	0	0	0	610	0	257	0	312	0	13	0	22	0	5	0	0	0	0	0	 	0	0	1	0	610	0	0	0	0	0	5	0	0	0	 	0	0	0	0	3	0	0	0	0	0	8	0	4	625	0	615	1	680	0	680	0	680	0	87	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5742364
361050050061000000000	361050050	OH	MAHONING COUNTY	MAHONING COUNTY JAIL	YOUNGSTOWN	44503	1	1	525	0	7	0	532	0	0	0	1	4	0	430	0	93	0	2	0	0	0	525	0	1	0	225	0	0	0	225	0	300	0	300	0	0	0	0	0	525	0	232	0	280	0	11	0	0	0	1	0	0	0	0	0	 	0	0	1	0	525	0	1	0	0	0	0	0	0	0	 	0	0	0	0	0	0	1	0	0	0	2	0	28	525	0	484	1	674	0	562	0	542	0	142	0	117	0	0	0	29	0	1	0	22	0	5	0	20	0	5	0	14	0	8	0	12	0	1	0	0	0	20	0	97	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	 	0	0	7	0	4	0	3	0	0	0	0	0	7	0	7	0	0	0	7	0	116	0	17	0	133	0	1	1	0	0	0	-9	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	11	1.0695652
361077077061000000000	361077077	OH	SUMMIT COUNTY	SUMMIT COUNTY JAIL AND GLENWOOD ANNEX	AKRON	44311	7	1.4136	660	0	0	0	660	0	0	0	-9	0	0	558	0	102	0	0	0	0	0	660	0	0	0	117	0	0	0	117	0	543	0	543	0	0	0	0	0	660	0	356	0	302	0	0	1	1	0	1	0	0	0	0	0	 	0	0	0	0	660	0	0	0	0	0	0	0	0	0	 	0	0	37	0	0	0	0	0	0	0	37	0	3	675	0	640	0	671	0	671	0	671	0	289	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5742364
331034031061000000000	331034031	NY	ONONDAGA COUNTY	ONONDAGA COUNTY JUSTICE CENTER	SYRACUSE	13202	1	1	665	0	0	8	665	0	0	9	-9	0	0	513	0	67	0	76	0	9	0	665	0	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	665	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	665	0	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	26	637	0	627	0	671	0	671	0	635	0	217	0	209	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	8	0	8	0	8	0	8	0	8	0	8	0	8	 	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	240	1	35	1	275	0	-9	0	0	0	0	-9	0	0	0	0	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	1.0695652
141046046061000000000	141046046	IL	KANKAKEE COUNTY	KANKAKEE COUNTY	KANKAKEE	60901	7	1.4136	619	0	0	0	619	0	0	9	1	16	1	591	0	28	0	0	0	0	0	619	0	0	0	6	0	0	0	6	0	613	0	217	0	396	0	0	0	619	0	131	0	320	0	161	0	1	0	1	0	0	0	1	0	 	0	0	4	0	619	0	312	0	0	0	0	0	0	0	 	0	0	0	0	0	0	84	0	0	0	396	0	5	685	0	625	1	668	0	668	0	668	0	123	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1.5742364
421050049060000014000	421050049	SD	MINNEHAHA COUNTY	MINNEHAHA COUNTY	Sioux Falls	57104	7	1.4136	521	0	530	0	1051	0	36	0	1	7	0	403	0	118	0	0	0	0	0	521	0	0	0	188	0	0	0	188	0	333	0	282	0	48	0	3	0	521	0	287	0	65	0	3	0	26	0	6	0	0	0	0	0	ARAB AMERICAN	1	0	133	0	521	0	28	0	0	0	6	0	12	0	 	0	0	44	0	1	0	43	0	0	0	134	0	2	578	0	559	0	668	0	668	0	668	0	315	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24/7 program	530	0	530	0	0	9	0	9	0	9	0	9	530	0	0	9	0	9	530	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	1.5742364
471076076060100000000	471076076	VA	PRINCE WILLIAM-MANASSAS COUNTY	PRINCE WILLIAM-MANASSAS REG ADULT CORR. CTR.	MANASSAS	20110	12	1	976	0	4	0	980	0	162	0	1	2	0	877	0	98	0	1	0	0	0	976	0	1	0	508	0	80	0	428	0	468	0	461	0	7	0	0	0	976	0	311	0	490	0	162	0	0	0	13	0	0	0	0	0	 	0	0	0	0	976	0	0	0	0	0	4	0	0	0	 	0	0	0	0	0	0	0	0	3	0	7	0	2	1006	0	987	0	667	0	1009	0	667	0	243	0	249	0	18	0	117	0	6	0	22	0	18	0	21	0	22	0	7	0	9	0	4	0	3	0	2	0	76	0	173	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	4	0	2	0	2	0	0	0	0	0	4	0	4	0	0	0	4	0	276	0	61	0	337	0	1	5	0	1	0	-9	0	0	0	0	68	0	37	0	10	0	15	0	4	0	12	0	0	0	6	1.0769231
441068068062000000000	441068068	TX	ECTOR COUNTY	ECTOR COUNTY JAIL	ODESSA	79761	1	1	659	0	0	0	659	0	19	0	-9	0	0	544	0	111	0	4	0	0	0	659	0	4	0	198	0	0	0	198	0	461	0	461	0	0	0	0	0	659	0	249	0	116	0	293	0	1	0	0	0	0	0	0	0	 	0	0	0	0	659	0	0	0	0	0	19	0	0	0	 	0	0	0	0	0	0	0	0	0	0	19	0	25	685	0	625	0	667	0	667	0	667	0	186	0	201	0	84	0	0	0	27	0	0	0	22	0	0	0	32	0	0	0	23	0	0	0	13	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	47	0	135	0	-9	0	0	0	0	-9	0	0	0	0	10	1	0	0	0	0	0	0	30	1	1	0	0	0	0	1.0695652
241071071061000000000	241071071	MN	SHERBURNE COUNTY	SHERBURNE COUNTY JAIL	ELK RIVER	55330	7	1.4136	466	0	5	0	471	0	93	0	1	10	0	442	0	24	0	0	0	0	0	466	0	0	0	189	1	30	1	159	1	277	1	274	1	3	1	0	0	466	0	185	1	155	1	96	1	21	1	9	1	0	0	0	0	 	0	0	0	0	466	0	165	0	0	0	93	0	0	0	 	0	0	129	0	0	0	0	0	0	0	387	0	28	466	0	419	1	667	0	550	0	667	0	77	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	 	0	0	5	0	5	0	0	0	0	0	0	0	5	0	5	0	0	0	5	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1.5742364
111076076061000000000	111076076	GA	HOUSTON COUNTY	HOUSTON COUNTY DETENTION CENTER	Perry	31069	7	1.4136	455	1	0	0	455	1	50	1	1	13	1	370	1	85	1	0	1	0	1	455	1	0	1	0	9	0	9	0	9	0	9	0	9	0	9	0	9	455	1	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	455	1	0	0	0	0	0	9	0	0	 	0	0	0	9	0	9	0	0	0	0	0	0	30	455	0	475	1	666	0	666	0	666	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1.5742364
231033033061000000000	231033033	MI	INGHAM COUNTY	INGHAM COUNTY JAIL	MASON	48854	1	1	632	0	26	1	658	1	1	0	1	15	1	577	0	53	0	2	0	0	0	632	0	2	0	573	1	250	1	323	1	59	1	35	1	15	1	9	1	632	0	262	0	340	0	22	0	4	0	2	0	0	8	0	8	 	0	8	2	0	632	0	0	0	0	0	0	0	0	0	 	0	0	190	1	0	0	0	0	0	0	190	1	27	640	0	607	0	665	0	630	0	665	0	325	1	197	1	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	26	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	26	1	24	0	2	0	0	0	0	0	26	1	21	0	5	0	26	1	89	0	17	1	106	1	-9	0	0	0	0	-9	0	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	41	1.0695652
321026026061000000000	321026026	NM	SANTA FE COUNTY	SANTA FE CO ADULT DETENTION CENTER	SANTA FE	87508	7	1.4136	575	0	131	0	706	0	123	1	-9	0	0	459	0	116	0	0	0	0	0	575	0	0	0	126	1	0	9	0	9	449	1	0	9	0	9	0	0	575	0	201	1	11	0	324	1	37	0	2	0	0	0	0	0	 	0	0	0	0	575	0	116	0	11	0	1	0	17	0	 	0	0	44	0	0	0	34	0	0	0	223	0	10	610	0	401	0	662	0	550	0	662	0	143	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	131	0	99	0	30	0	1	0	1	0	131	0	98	0	33	0	131	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	1.5742364
141056056061000000000	141056056	IL	MCHENRY COUNTY	MCHENRY COUNTY ADULT CORRECTIONAL FACILITY	WOODSTOCK	60098	7	1.4136	373	0	0	0	373	0	149	1	1	6	0	341	0	31	0	1	0	0	0	373	0	1	0	39	0	6	0	33	0	334	0	128	0	206	0	0	0	373	0	155	0	46	0	165	0	1	0	4	0	0	0	0	0	 	0	0	2	0	373	0	63	0	0	0	142	0	0	0	U.S. Navy	1	0	0	0	0	0	0	0	0	0	206	0	15	472	0	436	0	650	0	650	0	650	0	106	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1.5742364
181047047060100000000	181047047	KY	HARDIN COUNTY	HARDIN COUNTY DETENTION CENTER	ELIZABETHTOWN	42701	7	1.4136	505	0	0	0	505	0	3	1	1	38	0	375	1	130	1	0	0	0	0	505	0	0	0	292	1	0	1	292	1	213	1	192	1	21	1	0	0	505	0	371	1	126	1	3	1	0	0	3	0	0	0	0	0	 	0	0	2	0	505	0	0	0	0	0	0	0	0	0	 	0	0	500	0	0	0	5	0	0	0	505	0	1	559	0	597	0	648	0	648	0	648	0	165	1	200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	1.5742364
051031031060000002400	051031031	CA	PLACER COUNTY	PLACER COUNTY	AUBURN	95603	7.1	1.4136	618	0	0	1	618	1	8	0	-9	0	9	516	1	102	1	0	1	0	1	618	1	0	1	618	1	410	1	208	1	0	0	0	0	0	0	0	0	618	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	618	1	618	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	25	628	1	606	1	646	1	581	1	646	1	215	1	190	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	 	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0588235
391038038060200000000	391038038	PA	LEBANON COUNTY	LEBANON COUNTY CORRECTIONAL FACILITY	LEBANON	17042	2	2.4167	455	0	0	0	455	0	6	0	-9	0	0	390	0	62	0	3	0	0	0	455	0	3	0	214	0	0	0	214	0	241	0	241	0	0	0	0	0	455	0	286	0	47	0	0	8	0	8	3	0	0	8	0	8	BLANK	4	0	115	0	455	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	3	0	0	0	3	0	30	460	0	472	0	645	0	516	0	645	0	78	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4857486
141045045061000000000	141045045	IL	KANE COUNTY	KANE COUNTY ADULT CORRECTIONAL CENTER	ST. CHARLES	60175	1	1	634	0	0	0	634	0	62	0	1	5	0	578	0	47	0	9	0	0	0	634	0	9	0	98	0	0	0	98	0	536	0	407	0	8	0	121	0	634	0	204	0	220	0	202	0	0	0	6	0	0	0	0	0	 	0	0	2	0	634	0	99	0	1	0	43	0	0	0	 	0	0	25	0	6	0	39	0	0	0	213	0	14	650	0	648	0	640	0	640	0	640	0	131	0	124	0	0	0	0	0	4	0	33	0	22	0	7	0	21	0	8	0	18	0	2	0	9	0	0	0	74	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	22	0	141	0	-9	0	0	0	0	-9	0	0	0	0	36	0	8	0	0	0	0	0	0	0	0	0	7	0	5	1.0695652
031003003061000000000	031003003	AZ	COCONINO COUNTY	COCONINO COUNTY JAIL	FLAGSTAFF	86001	1	1	508	0	0	0	508	0	0	9	1	0	9	436	0	69	0	3	0	0	0	508	0	3	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	508	0	142	1	21	1	58	1	284	1	0	0	0	0	0	0	 	0	0	3	1	508	0	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	3	530	0	479	0	640	0	512	0	0	9	225	1	219	1	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	1	29	1	166	1	-9	0	0	0	0	-9	0	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	1.0695652
111028028061000000000	111028028	GA	CHEROKEE COUNTY	CHEROKEE COUNTY ADULT DETENTION CENTER	CANTON	30115	1	1	596	0	0	0	596	0	16	0	1	3	0	500	0	94	0	2	0	0	0	596	0	2	0	155	0	0	0	155	0	441	0	441	0	0	0	0	0	596	0	437	0	110	0	48	0	0	0	0	0	0	0	0	0	other	1	0	0	0	596	0	0	0	0	0	0	0	0	0	 	0	0	13	0	0	0	0	0	0	0	13	0	23	651	0	602	0	635	0	635	0	512	0	177	0	156	0	0	0	57	0	0	0	57	0	0	0	0	0	0	0	23	0	0	0	19	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	12	0	129	0	-9	0	0	0	0	-9	0	0	0	0	17	0	10	0	2	0	0	0	1	0	0	0	0	0	3	1.0695652
191045043061000000000	191045043	LA	ST. CHARLES PARISH	ST. CHARLES PARISH NELSON COLEMAN CORR CTR	KILLONA	70057	7	1.4136	548	0	0	0	548	0	0	9	1	1	0	508	0	40	0	0	0	0	0	548	0	0	0	246	0	0	9	0	9	302	0	0	9	0	9	0	0	548	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	548	0	118	0	1	0	0	0	0	0	 	0	0	230	0	0	0	47	0	0	0	396	0	18	558	0	505	1	628	0	600	0	0	9	37	1	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5742364
