RTIID	GID	JURISID	COUNTY	NAME	YEAR	CITY	STATE	ZIP	STATEFIPS	CNTYCODE	STRATUM	FINALWT	DESIGNWT	CLASS	STATUS	CONFPOP	CONFPOP_FLAG	NCONPOP	NCONPOP_FLAG	TOTPOP	TOTPOP_FLAG	WEEK	WEEKN	WEEKN_FLAG	NONCITZ	NONCITZ_FLAG	ADULTM	ADULTM_FLAG	ADULTF	ADULTF_FLAG	JUVM	JUVM_FLAG	JUVF	JUVF_FLAG	TOTGENDER	TOTGENDER_FLAG	ADLTJUV	ADLTJUV_FLAG	CONV	CONV_FLAG	UNCONV	UNCONV_FLAG	TOTCONVSTATUS	TOTCONVSTATUS_FLAG	FELONY	FELONY_FLAG	MISD	MISD_FLAG	OTHEROFFSPEC	OTHEROFF	OTHEROFF_FLAG	TOTOFF	TOTOFF_FLAG	WHITE	WHITE_FLAG	BLACK	BLACK_FLAG	HISP	HISP_FLAG	AIAN	AIAN_FLAG	ASIAN	ASIAN_FLAG	NHOPI	NHOPI_FLAG	TWORACE	TWORACE_FLAG	OTHERRACESPEC	OTHERRACE	OTHERRACE_FLAG	RACEDK	RACEDK_FLAG	RACETOTAL	RACETOTAL_FLAG	MARSHALS	MARSHALS_FLAG	BOP	BOP_FLAG	ICE	ICE_FLAG	BIA	BIA_FLAG	OTHERFEDSPEC	OTHERFED	OTHERFED_FLAG	INSTATEPRIS	INSTATEPRIS_FLAG	OUTSTATEPRIS	OUTSTATEPRIS_FLAG	TRIBAL	TRIBAL_FLAG	INSTATEJAIL	INSTATEJAIL_FLAG	OUTSTATEJAIL	OUTSTATEJAIL_FLAG	OTHERHOLDTOT	OTHERHOLDTOT_FLAG	PEAKDATE	PEAKPOP	PEAKPOP_FLAG	ADPM	ADPM_FLAG	ADPF	ADPF_FLAG	ADP	ADP_FLAG	RATED	RATED_FLAG	ADMISM	ADMISM_FLAG	ADMISF	ADMISF_FLAG	ADMIS	ADMIS_FLAG	RELEASEM	RELEASEM_FLAG	RELEASEF	RELEASEF_FLAG	RELEASE	RELEASE_FLAG	EMONITOR	EMONITOR_FLAG	HOMEDETN	HOMEDETN_FLAG	COMMSRV	COMMSRV_FLAG	DAYREPORT	DAYREPORT_FLAG	PRETRIAL	PRETRIAL_FLAG	ALTWORK	ALTWORK_FLAG	TREATMENT	TREATMENT_FLAG	OTRNONCONFSPEC	OTRNONCONF	OTRNONCONF_FLAG	NONCONFD	NONCONFD_FLAG	CORRSTAFF	CORRSTAFF_FLAG	CORRSTAFFM	CORRSTAFFM_FLAG	CORRSTAFFF	CORRSTAFFF_FLAG	OTHERSTAFF	OTHERSTAFF_FLAG	OTHERSTAFFM	OTHERSTAFFM_FLAG	OTHERSTAFFF	OTHERSTAFFF_FLAG	TOTALSTAFF	TOTALSTAFF_FLAG
10956332	101002002061000000000	101002002	BAKER COUNTY	BAKER COUNTY SHERIFFS OFFICE	2018	MACCLENNY	10	32063	12	12003	7	1.40128886	1.27884614	17	1	514	0	0	0	514	0	0	-9	-9	262	0	466	0	47	0	1	0	0	0	514	0	1	0	32	0	482	0	514	0	14	0	18	0	USM  ICE  CO	482	0	514	0	158	0	140	0	211	0	0	0	0	0	0	0	3	0	 	0	0	2	0	514	0	124	0	8	0	270	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	402	0	21	539	0	434	0	54	0	488	0	512	1	3236	0	549	0	3785	0	3434	0	627	0	4061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	43	0	33	0	10	0	15	0	5	0	10	0	58	0
10956375	101003003061000000000	101003003	BAY COUNTY	BAY COUNTY JAIL FACILITY	2018	PANAMA CITY	10	32404	12	12005	1	1.06363636	1	8	1	1155	0	0	0	1155	0	1	21	0	0	0	899	0	249	0	7	0	0	0	1155	0	7	0	379	0	776	0	1155	0	594	0	555	0	USM	6	0	1155	0	287	3	832	3	29	3	0	3	0	3	0	3	0	3	 	0	3	7	3	1155	0	6	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	1195	0	873	0	226	0	1099	0	1098	0	9386	0	3771	0	13157	0	9316	0	3742	0	13058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	120	0	73	0	47	0	104	0	34	0	70	0	224	0
10950379	101005005062000000000	101005005	BREVARD COUNTY	BREVARD COUNTY SHERIFFS OFFICE JAIL COMPLEX	2018	COCOA	10	32927	12	12009	1	1.08870968	1	7	1	1665	0	3	0	1668	0	1	2	0	0	0	1349	0	308	0	8	0	0	0	1665	0	8	0	729	0	936	0	1665	0	1403	0	255	0	Baker Act	7	0	1665	0	1076	0	550	0	36	0	0	0	0	0	0	0	0	0	 	0	0	3	0	1665	0	0	0	0	0	3	0	0	0	 	0	0	24	0	0	0	0	0	4	0	2	0	33	0	18	1741	0	1339	0	308	0	1647	0	1756	0	12846	0	5090	0	17936	0	12785	0	5077	0	17862	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	 	0	0	3	0	307	0	227	0	80	0	147	0	40	0	107	0	454	0
10950380	101006006060000004900	101006006	BROWARD COUNTY	BROWARD SHERIFFS OFFICE	2018	FORT LAUDERDALE	10	33312	12	12011	1	1.08870968	1	7	1	3549	0	4140	1	7689	0	1	11	0	559	1	3146	0	389	0	13	0	1	0	3549	0	14	0	379	1	3170	1	3549	0	3425	1	124	1	 	0	0	3549	0	1158	0	2231	0	140	0	11	0	6	0	1	0	0	0	other	2	0	0	0	3549	0	52	0	12	1	29	1	0	0	 	0	0	122	1	1	1	0	0	268	1	57	1	541	0	17	3621	0	3264	0	380	0	3644	0	5144	0	27870	0	7412	0	35282	0	28156	0	7464	0	35620	0	2156	1	0	0	0	0	466	1	945	1	0	0	0	0	Drug Court	573	1	4140	0	1231	1	721	1	510	1	347	1	123	1	224	1	1578	0
10956335	101008008061000000000	101008008	CHARLOTTE COUNTY	CHARLOTTE COUNTY SHERIFFS OFFICE	2018	PUNTA GORDA	10	33982	12	12015	7	1.40128886	1.27884614	17	1	673	0	0	0	673	0	1	0	0	35	1	530	0	143	0	0	0	0	0	673	0	0	0	141	0	532	0	673	0	533	0	135	0	Witnesses for Other Cases	5	0	673	0	535	0	102	0	35	0	0	0	1	0	0	0	0	0	 	0	0	0	0	673	0	66	0	0	0	0	0	0	0	 	0	0	5	0	0	0	0	0	39	1	0	0	110	0	27	675	0	503	0	141	0	644	0	960	0	5869	0	2127	0	7996	0	5841	0	2113	0	7954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	137	0	99	0	38	0	42	0	11	0	31	0	179	0
10950384	101011011060000005000	101011011	COLLIER COUNTY	COLLIER COUNTY SHERIFFS OFFICE	2018	NAPLES	10	34112	12	12021	1	1.06363636	1	8	1	857	0	50	0	907	0	1	4	0	126	0	711	0	139	0	7	0	0	0	857	0	7	0	214	0	643	0	857	0	576	0	281	0	 	0	0	857	0	380	1	159	0	318	1	0	0	0	0	0	0	0	0	 	0	0	0	0	857	0	3	0	0	0	126	0	0	0	 	0	0	74	0	0	0	0	0	87	0	15	0	305	0	25	888	0	693	0	133	0	826	0	1304	0	6716	0	1780	0	8496	0	6654	0	1760	0	8414	0	12	0	0	0	0	0	0	0	38	0	0	0	0	0	 	0	0	50	0	260	0	184	0	76	0	49	0	18	0	31	0	309	0
10950386	101013013060000005100	101013013	MIAMI-DADE COUNTY	MIAMI-DADE COUNTY CORRECTIONS AND REHABILITATION DEPARTMENT	2018	MIAMI	10	33147	12	12086	1	1.08870968	1	7	1	4251	1	895	1	5146	0	1	3	0	1010	0	3842	1	349	1	60	1	0	1	4251	0	60	1	1155	0	3096	0	4251	0	3740	0	353	0	Traffic/No Charges	158	0	4251	0	205	1	1658	1	1194	1	4	1	3	1	0	1	0	1	Other	92	0	1095	0	4251	0	1	1	0	1	11	1	0	1	 	0	1	2429	1	0	1	0	1	39	1	11	1	2491	0	20	4360	0	3776	1	337	1	4113	0	5661	1	45204	1	9949	1	55153	0	44967	1	9935	1	54902	0	736	1	0	1	0	1	0	1	0	1	0	1	0	1	Boot Camp Phase 3/On Loan/Furlough	159	1	895	0	2051	1	846	1	1205	1	696	1	246	1	450	1	2747	0
10950389	101017017060000005200	101017017	ESCAMBIA COUNTY	ESCAMBIA COUNTY CORRECTIONS	2018	PENSACOLA	10	32501	12	12033	1	1.08870968	1	7	1	1720	0	0	0	1720	0	0	-9	-9	6	0	1387	0	321	0	12	0	0	0	1720	0	12	0	320	0	1400	0	1720	0	1149	0	571	0	 	0	0	1720	0	902	1	812	0	5	0	0	0	1	0	0	0	0	0	 	0	0	0	0	1720	0	0	0	0	0	6	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	6	0	19	1721	0	1377	1	297	1	1674	0	1047	1	12300	1	4779	1	17079	0	12641	1	4407	1	17048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	288	1	188	0	100	1	115	1	19	0	96	1	403	0
10958815	101017017061000000000	101017017	ESCAMBIA COUNTY	ESCAMBIA COUNTY ROAD PRISON	2018	CANTONMENT	10	32533	12	12033	1	1.08870968	1	7	1	243	0	0	0	243	0	0	-9	-9	0	0	243	0	0	0	0	0	0	0	243	0	0	0	158	0	85	0	243	0	241	0	2	0	 	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	243	0	243	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	246	0	245	0	0	0	245	0	256	0	497	0	0	0	497	0	485	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	74	0	70	0	4	0	5	0	3	0	2	0	79	0
10956378	101027027061000000000	101027027	HERNANDO COUNTY	HERNANDO COUNTY SHERIFFS OFFICE	2018	BROOKSVILLE	10	34604	12	12053	7	1.40128886	1.27884614	17	1	603	0	0	0	603	0	1	3	1	50	0	487	0	114	0	1	0	1	0	603	0	2	0	171	0	432	0	603	0	461	0	142	0	 	0	0	603	0	480	0	111	0	12	0	0	0	0	0	0	0	0	0	 	0	0	0	0	603	0	62	0	0	0	0	0	0	0	 	0	0	7	0	0	0	0	0	12	0	0	0	81	0	30	612	0	457	0	116	0	573	0	744	0	4320	1	1836	1	6156	0	4376	1	1789	1	6165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	110	0	81	0	29	0	50	0	7	0	43	0	160	0
10950400	101029029060000005300	101029029	HILLSBOROUGH COUNTY	HILLSBOROUGH COUNTY SHERIFFS OFFICE	2018	TAMPA	10	33605	12	12057	1	1.08870968	1	7	1	3137	0	44	0	3181	0	1	13	0	80	1	2655	0	465	0	15	0	2	0	3137	0	17	0	1059	0	2078	0	3137	0	2727	0	410	0	 	0	0	3137	0	1345	1	1284	1	500	1	1	0	6	0	0	0	0	0	 	0	0	1	0	3137	0	0	0	2	0	0	0	0	0	 	0	0	150	0	0	0	0	0	20	1	1	1	173	0	11	3259	0	2578	0	454	0	3032	0	5011	0	34321	0	10685	0	45006	0	34236	0	10706	0	44942	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	44	0	887	1	735	1	152	1	357	1	156	1	201	1	1244	0
10950406	101035035061000000000	101035035	LAKE COUNTY	LAKE COUNTY SHERIFFS OFFICE	2018	TAVARES	10	32778	12	12069	1	1.06363636	1	8	1	820	1	0	0	820	0	1	20	0	0	0	685	1	120	1	15	1	0	0	820	0	15	0	550	1	270	1	820	0	540	1	280	1	 	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	820	1	820	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	825	1	690	1	130	1	820	0	896	0	7500	1	4000	1	11500	0	7500	1	4000	1	11500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	220	1	175	1	45	1	75	1	15	1	60	1	295	0
10950407	101036036060000005400	101036036	LEE COUNTY	LEE COUNTY SHERIFFS OFFICE	2018	FORT MYERS	10	33912	12	12071	1	1.08870968	1	7	1	1839	0	58	0	1897	0	0	-9	-9	8	1	1486	0	340	0	12	0	1	0	1839	0	12	0	530	0	1309	0	1839	0	1399	0	440	0	 	0	0	1839	0	1315	0	519	0	0	0	0	0	0	0	0	0	0	0	 	0	0	5	0	1839	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1851	0	1489	0	334	0	1823	0	2009	0	20707	0	6825	0	27532	0	20788	1	6845	1	27633	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	 	0	0	58	0	118	0	81	0	37	0	37	0	9	0	28	0	155	0
10950408	101037037061000000000	101037037	LEON COUNTY	LEON COUNTY SHERIFFS OFFICE	2018	TALLAHASSEE	10	32304	12	12073	1	1.06363636	1	8	1	1060	0	0	0	1060	0	0	-9	-9	2	0	900	0	157	0	3	0	0	0	1060	0	3	0	271	0	789	0	1060	0	921	0	139	0	 	0	0	1060	0	366	0	692	0	0	1	0	1	2	0	0	1	0	1	 	0	0	0	1	1060	0	2	1	0	1	0	1	0	1	 	0	1	9	1	6	1	0	1	15	1	6	1	38	0	24	1110	0	925	1	158	1	1083	0	1427	0	9083	1	2218	1	11301	0	9052	1	2248	1	11300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	238	1	122	1	116	1	38	1	13	1	25	1	276	0
10950412	101041041060000005500	101041041	MANATEE COUNTY	MANATEE COUNTY SHERIFFS OFFICE	2018	BRADENTON	10	34205	12	12081	1	1.06363636	1	8	1	1022	0	0	0	1022	0	1	1	0	45	1	851	1	166	1	5	1	0	0	1022	0	5	0	838	1	184	1	1022	0	730	1	108	0	Bond Revocation/Sentencing/Transport Order/Remand/	184	0	1022	0	573	1	347	1	102	1	0	0	0	0	0	0	0	0	 	0	0	0	0	1022	0	1	1	0	1	14	1	0	0	 	0	0	55	1	0	1	0	0	64	0	9	0	143	0	11	1051	0	882	1	168	1	1050	0	1468	0	8622	1	3177	1	11799	0	7962	1	1517	1	9479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	227	0	171	0	56	0	113	0	42	0	71	0	340	0
10950413	101042042061000000000	101042042	MARION COUNTY	MARION COUNTY SHERIFFS OFFICE	2018	OCALA	10	34475	12	12083	1	1.08870968	1	7	1	1379	1	0	1	1379	0	1	2	1	0	1	1128	1	246	1	5	1	0	1	1379	0	5	1	336	1	1043	1	1379	0	1150	1	229	1	 	0	1	1379	0	803	1	441	1	127	1	0	1	8	1	0	1	0	1	 	0	1	0	1	1379	0	44	1	0	1	0	1	0	1	 	0	1	33	1	0	1	0	1	39	1	7	1	123	0	29	1379	1	1040	1	226	1	1266	0	1924	1	9546	1	2073	1	11619	0	9383	1	2038	1	11421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	180	1	122	1	58	1	98	1	34	1	64	1	278	0
10956358	101043043062000000000	101043043	MARTIN COUNTY	MARTIN COUNTY SHERIFFS OFFICE	2018	STUART	10	34994	12	12085	1	1.06363636	1	8	1	452	0	0	0	452	0	1	16	0	40	0	353	0	93	0	2	0	4	0	452	0	6	0	147	0	305	0	452	0	362	0	90	0	 	0	0	452	0	295	0	120	0	37	0	0	0	0	0	0	0	0	0	 	0	0	0	0	452	0	0	0	0	0	13	0	0	0	 	0	0	0	0	0	0	0	0	2	0	0	0	15	0	23	480	0	390	0	88	0	478	0	696	0	4335	0	1418	0	5753	0	4380	0	1390	0	5770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	121	0	98	0	23	0	26	0	12	0	14	0	147	0
10956359	101044044060000005200	101044044	MONROE COUNTY	MONROE COUNTY SHERIFFS OFFICE	2018	KEY WEST	10	33040	12	12087	7	1.40128886	1.27884614	17	1	586	0	0	0	586	0	1	2	0	84	1	510	1	75	1	1	0	0	0	586	0	1	0	491	1	95	1	586	0	416	1	79	1	HOLDS	91	1	586	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	 	0	1	586	0	586	0	16	0	0	0	68	0	0	0	 	0	0	0	0	0	0	0	0	5	1	2	1	91	0	23	610	0	475	1	65	1	540	0	700	0	4000	1	846	1	4846	0	3953	1	831	1	4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	127	0	91	0	36	0	15	0	4	0	11	0	142	0
10956360	101045045062000000000	101045045	NASSAU COUNTY	NASSAU COUNTY SHERIFFS OFFICE	2018	YULEE	10	32097	12	12089	7	1.40128886	1.27884614	17	1	325	0	0	0	325	0	1	6	0	2	0	248	0	77	0	0	0	0	0	325	0	0	0	118	0	207	0	325	0	282	1	43	1	 	0	0	325	0	252	0	71	0	1	0	1	0	0	0	0	0	0	0	 	0	0	0	0	325	0	35	0	0	0	0	0	0	0	 	0	0	7	0	0	0	0	0	0	0	0	0	42	0	25	350	0	244	0	62	0	306	0	315	0	2085	0	800	0	2885	0	2354	0	871	0	3225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	37	0	26	0	11	0	23	0	10	0	13	0	60	0
10956361	101046046061000000000	101046046	OKALOOSA COUNTY	OKALOOSA COUNTY DEPARTMENT OF CORRECTIONS	2018	CRESTVIEW	10	32539	12	12091	1	1.06363636	1	8	1	811	0	0	0	811	0	1	3	0	21	1	627	0	176	0	8	0	0	0	811	0	8	0	297	1	514	1	811	0	434	1	377	1	 	0	0	811	0	607	0	199	0	5	0	0	0	0	0	0	0	0	0	 	0	0	0	0	811	0	1	0	0	0	19	0	0	0	U. S. Military	2	0	0	0	0	0	0	0	5	0	7	0	34	0	30	820	0	612	0	159	0	771	0	594	0	6680	1	1736	1	8416	0	6624	1	1722	1	8346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	126	0	87	0	39	0	10	0	4	0	6	0	136	0
10950419	101048048060000005800	101048048	ORANGE COUNTY	ORANGE COUNTY CORRECTIONS DEPARTMENT	2018	ORLANDO	10	32839	12	12095	1	1.08870968	1	7	1	2642	0	2635	0	5277	0	0	-9	-9	0	0	2305	0	325	0	12	0	0	0	2642	0	12	0	720	0	1922	0	2642	0	2206	0	279	0	Ordinance violations	157	0	2642	0	1079	1	780	1	783	1	0	0	0	0	0	0	0	0	 	0	0	0	0	2642	0	55	0	0	0	65	0	0	0	 	0	0	65	0	0	0	0	0	35	0	30	0	250	0	1	2661	0	2245	0	320	0	2565	0	4721	0	29818	0	8292	0	38110	0	29770	0	8338	0	38108	0	0	0	0	0	1293	0	0	0	1342	0	0	0	0	0	 	0	0	2635	0	1160	0	580	1	580	1	357	0	179	1	178	1	1517	0
10950421	101050050060000005900	101050050	PALM BEACH COUNTY	PALM BEACH COUNTY SHERIFFS OFFICE	2018	WEST PALM BEACH	10	33406	12	12099	1	1.08870968	1	7	1	2054	0	186	0	2240	0	1	5	0	346	0	1809	0	217	0	26	0	2	0	2054	0	28	0	501	0	1553	0	2054	0	1398	0	149	0	FTA  hold  violations  restitutions  support	507	0	2054	0	558	0	1048	0	389	0	0	0	0	0	0	0	0	0	 	0	0	59	0	2054	0	60	0	32	0	0	0	0	0	 	0	0	41	0	0	0	0	0	7	0	10	0	150	0	10	2707	0	1689	0	218	0	1907	0	3164	0	21291	0	6234	0	27525	0	21381	0	6246	0	27627	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	186	0	876	0	458	0	418	0	65	0	14	0	51	0	941	0
10950422	101051051060000006000	101051051	PASCO COUNTY	PASCO SHERIFFS OFFICE	2018	LAND O' LAKES	10	34637	12	12101	1	1.08870968	1	7	1	1729	0	69	0	1798	0	0	-9	-9	1	0	1359	0	361	0	9	0	0	0	1729	0	9	0	479	0	1250	0	1729	0	1464	0	265	0	 	0	0	1729	0	627	0	546	0	334	0	1	0	26	0	3	0	0	0	 	0	0	192	0	1729	0	0	0	0	0	1	0	0	0	 	0	0	39	0	0	0	0	0	16	0	0	0	56	0	28	1729	0	1396	0	342	0	1738	0	1432	0	11412	0	5011	0	16423	0	12962	0	3446	0	16408	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	 	0	0	69	0	245	0	191	0	54	0	87	0	41	0	46	0	332	0
10950423	101052052060000006100	101052052	PINELLAS COUNTY	PINELLAS COUNTY SHERIFFS OFFICE	2018	LARGO	10	33778	12	12103	1	1.08870968	1	7	1	3015	0	0	0	3015	0	0	-9	-9	318	1	2495	0	505	0	15	0	0	0	3015	0	15	0	855	0	2160	0	3015	0	2365	0	290	0	Parole Violators  Undocumented Aliens  Other Juris	360	0	3015	0	1602	0	1100	0	288	0	1	0	15	0	0	1	0	1	 	0	1	9	0	3015	0	313	0	5	0	1	0	0	0	 	0	0	0	0	32	0	0	0	9	0	0	0	360	0	30	3030	0	2455	0	483	0	2938	0	2915	0	30107	0	9595	0	39702	0	30482	0	9690	0	40172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	621	0	415	0	206	0	408	0	118	0	290	0	1029	0
10956364	101054054061000000000	101054054	PUTNAM COUNTY	PUTNAM COUNTY SHERIFFS OFFICE	2018	PALATKA	10	32177	12	12107	7	1.40128886	1.27884614	17	1	37	0	0	0	37	0	1	2	0	0	0	30	0	6	0	0	0	1	0	37	0	1	0	6	1	31	1	37	0	28	1	9	1	 	0	1	37	0	24	0	13	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	37	0	0	0	0	0	0	0	0	0	 	0	0	5	0	0	0	0	0	0	0	0	0	5	0	28	37	0	274	1	42	1	316	0	448	0	2597	0	968	0	3565	0	2541	1	847	1	3388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	38	0	29	0	9	0	41	0	19	0	22	0	79	0
10950427	101056056063000000000	101056056	ST. LUCIE COUNTY	ST. LUCIE COUNTY SHERIFFS OFFICE	2018	FORT PIERCE	10	34981	12	12111	1	1.08870968	1	7	1	1301	0	0	0	1301	0	0	-9	-9	2	1	1068	0	216	0	16	0	1	0	1301	0	17	0	141	0	1160	0	1301	0	1116	1	185	1	 	0	0	1301	0	647	0	607	0	41	0	1	0	2	0	0	0	0	0	 	0	0	3	0	1301	0	54	0	0	0	0	0	0	0	 	0	0	81	0	4	0	0	0	137	0	9	0	285	0	6	1333	0	1042	0	213	0	1255	0	1370	0	6766	0	2457	0	9223	0	6810	0	2427	0	9237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	225	0	173	0	52	0	60	0	28	0	32	0	285	0
10956366	101057057061000000000	101057057	SANTA ROSA COUNTY	SANTA ROSA COUNTY SHERIFFS OFFICE	2018	MILTON	10	32583	12	12113	1	1.06363636	1	8	1	688	0	0	0	688	0	0	-9	-9	6	0	547	0	140	0	1	0	0	0	688	0	1	0	406	1	282	1	688	0	599	1	89	0	 	0	0	688	0	544	0	117	0	21	0	2	0	4	0	0	0	0	0	 	0	0	0	0	688	0	47	0	12	0	0	0	0	0	 	0	0	11	0	0	0	0	0	28	0	0	0	98	0	6	753	0	583	0	140	0	723	0	682	0	5292	0	2157	0	7449	0	5249	0	2146	0	7395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	92	0	64	0	28	0	14	0	5	0	9	0	106	0
10956367	101058058061000000000	101058058	SARASOTA COUNTY	SARASOTA COUNTY SHERIFFS OFFICE	2018	SARASOTA	10	34237	12	12115	1	1.06363636	1	8	1	992	1	0	1	992	0	0	-9	-9	39	0	867	0	122	0	3	0	0	0	992	0	3	0	129	0	863	0	992	0	643	0	349	0	 	0	0	992	0	639	0	287	0	66	0	0	0	0	0	0	0	0	0	 	0	0	0	0	992	0	0	0	0	0	0	0	0	0	 	0	0	23	0	0	0	0	0	18	0	0	0	41	0	27	1027	0	812	0	180	0	992	0	1020	0	8369	0	2986	0	11355	0	7801	0	2889	0	10690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	170	0	139	0	31	0	62	0	30	0	32	0	232	0
10956368	101060060061000000000	101060060	SUMTER COUNTY	SUMTER COUNTY SHERIFFS OFFICE	2018	WILDWOOD	10	34785	12	12119	8	5.51656634	4.90361452	18	1	495	0	0	0	495	0	0	-9	-9	5	1	380	0	112	0	2	0	1	0	495	0	3	0	138	1	357	1	495	0	341	1	154	1	 	0	0	495	0	320	1	155	1	20	1	0	0	0	0	0	0	0	0	 	0	0	0	0	495	0	1	1	5	1	5	1	0	0	 	0	0	10	1	0	0	0	0	50	1	2	1	73	0	14	520	0	343	0	99	0	442	0	527	1	420	1	120	1	540	0	1100	1	1520	1	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	54	1	38	1	16	1	12	1	8	1	4	1	66	0
10950435	101064064060000006400	101064064	VOLUSIA COUNTY	VOLUSIA COUNTY DIVISION OF CORRECTIONS	2018	DAYTONA BEACH	10	32124	12	12127	1	1.08870968	1	7	1	1477	0	0	0	1477	0	1	2	0	0	1	1187	0	283	0	6	0	1	0	1477	0	7	0	457	0	1020	0	1477	0	1314	0	163	0	 	0	0	1477	0	1011	1	461	1	0	1	1	1	2	1	0	1	0	1	 	0	1	2	0	1477	0	7	0	0	0	1	0	0	0	 	0	0	47	0	44	1	0	0	134	0	0	1	233	0	25	1507	0	1186	1	266	1	1452	0	1494	0	16541	0	6465	0	23006	0	16543	0	6423	0	22966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	248	0	189	0	59	0	74	0	29	0	45	0	322	0
10950439	102016003060000006500	102016003	DUVAL COUNTY	JACKSONVILLE SHERIFFS OFFICE	2018	JACKSONVILLE	10	32202	12	12031	1	1.08870968	1	7	1	3028	0	701	0	3729	0	1	0	0	0	0	2472	0	540	0	16	0	0	0	3028	0	16	0	1893	0	1135	0	3028	0	2518	0	440	0	Federal  Civil	70	0	3028	0	1258	0	1743	0	0	0	0	0	0	0	0	0	0	0	 	0	0	27	0	3028	0	4	0	0	0	39	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	43	0	26	3047	0	2342	0	480	0	2822	0	3137	0	23891	0	8893	0	32784	0	23768	0	8852	0	32620	0	0	0	48	0	0	0	0	0	653	0	0	0	0	0	 	0	0	701	0	715	0	508	0	207	0	31	0	11	0	20	0	746	0
10956384	111007007061000000000	111007007	BARROW COUNTY	BARROW COUNTY SHERIFFS OFFICE	2018	WINDER	11	30680	13	13013	7	1.40128886	1.27884614	17	1	362	0	0	0	362	0	1	5	1	2	1	289	0	72	0	1	0	0	0	362	0	1	0	331	1	31	1	362	0	264	1	96	1	2 Holds for other	2	0	362	0	261	0	77	0	22	0	0	0	2	0	0	0	0	0	 	0	0	0	0	362	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	362	0	265	0	67	0	332	0	387	0	3368	0	1270	0	4638	0	3336	0	1264	0	4600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	50	0	37	0	13	0	15	0	8	0	7	0	65	0
